grid,laps,constructor,countryTemp,raceId
8,63,"AlphaTauri",7.2,1043
20,63,"Alfa Romeo",7.2,1043
11,63,"Racing Point",7.2,1043
10,63,"McLaren",7.2,1043
9,63,"McLaren",7.2,1043
7,63,"Ferrari",7.2,1043
0,39,"Williams",11.5,1044
17,49,"Haas F1 Team",11.5,1044
10,11,"Alfa Romeo",11.5,1044
1,58,"Racing Point",11.5,1044
6,58,"Mercedes",11.5,1044
3,58,"Racing Point",11.5,1044
11,58,"Ferrari",11.5,1044
12,58,"Ferrari",11.5,1044
5,58,"Renault",11.5,1044
2,58,"Red Bull",11.5,1044
4,58,"Red Bull",11.5,1044
14,58,"McLaren",11.5,1044
15,58,"McLaren",11.5,1044
13,2,"Racing Point",24.5,1045
19,0,"Haas F1 Team",24.5,1045
19,8,"Racing Point",20.6,1047
6,48,"Mercedes",,1051
17,50,"Williams",,1051
19,0,"Haas F1 Team",21.2,1052
9,32,"Alpine F1 Team",21.2,1052
3,63,"Red Bull",12.2,1053
1,63,"Mercedes",12.2,1053
7,63,"McLaren",12.2,1053
14,0,"Williams",12.2,1053
12,30,"Williams",12.2,1053
8,30,"Mercedes",12.2,1053
19,61,"Haas F1 Team",12.2,1053
18,61,"Haas F1 Team",12.2,1053
0,61,"Aston Martin",12.2,1053
17,62,"Alfa Romeo",12.2,1053
16,63,"Alfa Romeo",12.2,1053
4,63,"Ferrari",12.2,1053
20,63,"AlphaTauri",12.2,1053
2,63,"Red Bull",12.2,1053
15,63,"Alpine F1 Team",12.2,1053
9,63,"Alpine F1 Team",12.2,1053
10,63,"Aston Martin",12.2,1053
5,63,"AlphaTauri",12.2,1053
6,63,"McLaren",12.2,1053
11,63,"Ferrari",12.2,1053
19,29,"Aston Martin",23.5,1057
12,3,"Alpine F1 Team",23.5,1057
15,48,"Williams",23.5,1057
3,45,"Red Bull",23.5,1057
6,1,"AlphaTauri",18.7,1058
10,36,"Williams",18.7,1058
20,68,"Haas F1 Team",18.7,1058
16,68,"Williams",18.7,1058
17,0,"Alpine F1 Team",20.8,1060
8,40,"Aston Martin",18.7,1061
1,0,"Red Bull",18.7,1061
19,3,"Haas F1 Team",21.2,1062
6,2,"McLaren",21.2,1062
2,0,"Mercedes",21.2,1062
4,0,"Red Bull",21.2,1062
7,0,"Ferrari",21.2,1062
12,0,"Aston Martin",21.2,1062
1,72,"Red Bull",14.7,1064
2,72,"Mercedes",14.7,1064
3,72,"Mercedes",14.7,1064
14,48,"AlphaTauri",14.7,1064
18,41,"Haas F1 Team",14.7,1064
0,3,"AlphaTauri",19.2,1065
16,41,"Haas F1 Team",19.2,1065
4,25,"Mercedes",19.2,1065
1,25,"Red Bull",19.2,1065
0,0,"AlphaTauri",19.2,1065
2,58,"Red Bull",15.6,1067
6,58,"Red Bull",15.6,1067
3,58,"Ferrari",15.6,1067
11,58,"Mercedes",15.6,1067
4,58,"AlphaTauri",15.6,1067
7,58,"McLaren",15.6,1067
19,58,"Ferrari",15.6,1067
8,58,"Aston Martin",15.6,1067
1,58,"Mercedes",15.6,1067
8,14,"AlphaTauri",21.8,1069
19,49,"Alpine F1 Team",21.8,1069
11,40,"Alpine F1 Team",21.8,1069
15,68,"Haas F1 Team",16.3,1070
14,0,"Haas F1 Team",16.3,1070
17,0,"AlphaTauri",16.3,1070
14,47,"Aston Martin",20.2,1071
11,49,"McLaren",20.2,1071
18,50,"Aston Martin",13,1072
20,14,"Haas F1 Team",13,1072
5,14,"Red Bull",13,1072
17,44,"Aston Martin",13,1072
12,49,"Alfa Romeo",13,1072
8,49,"AlphaTauri",13,1072
13,49,"Alpine F1 Team",13,1072
16,50,"Williams",13,1072
7,50,"McLaren",13,1072
1,50,"Mercedes",13,1072
15,50,"Ferrari",13,1072
4,50,"Ferrari",13,1072
6,50,"AlphaTauri",13,1072
11,50,"McLaren",13,1072
9,50,"Alpine F1 Team",13,1072
2,50,"Mercedes",13,1072
3,50,"Red Bull",13,1072
14,14,"Williams",13,1072
10,50,"Alfa Romeo",13,1072
19,8,"Haas F1 Team",13,1072
17,66,"Marussia",20,909
3,0,"Williams",20,909
15,47,"Sauber",20,909
19,65,"Caterham",20,909
21,65,"Marussia",20,909
14,26,"Lotus F1",20,909
8,44,"Toro Rosso",20,909
5,67,"Red Bull",20,909
22,65,"Caterham",20,909
6,67,"Red Bull",20,909
16,66,"Sauber",20,909
1,67,"Mercedes",20,909
20,67,"Mercedes",20,909
18,66,"Lotus F1",20,909
11,67,"McLaren",20,909
4,66,"McLaren",20,909
2,67,"Williams",20,909
7,67,"Ferrari",20,909
12,66,"Ferrari",20,909
13,66,"Toro Rosso",20,909
9,67,"Force India",20,909
10,66,"Force India",20,909
15,66,"Toro Rosso",20,959
10,36,"Williams",20,959
19,65,"Manor Marussia",20,959
14,65,"Renault",20,959
22,65,"Sauber",20,959
17,65,"Manor Marussia",20,959
16,66,"Renault",20,959
18,66,"Toro Rosso",20,959
20,66,"Haas F1 Team",20,959
13,66,"McLaren",20,959
2,67,"Mercedes",20,959
9,66,"Force India",20,959
7,66,"Williams",20,959
12,66,"McLaren",20,959
8,67,"Force India",20,959
5,67,"Ferrari",20,959
6,67,"Ferrari",20,959
1,67,"Mercedes",20,959
4,67,"Red Bull",20,959
3,67,"Red Bull",20,959
11,66,"Haas F1 Team",20,959
19,67,"McLaren",20,999
16,66,"Toro Rosso",20,999
9,66,"Sauber",20,999
11,65,"McLaren",20,999
8,67,"Renault",20,999
20,27,"Red Bull",20,999
5,67,"Haas F1 Team",20,999
14,67,"Mercedes",20,999
13,67,"Sauber",20,999
15,67,"Force India",20,999
10,67,"Force India",20,999
6,67,"Haas F1 Team",20,999
7,67,"Renault",20,999
4,67,"Red Bull",20,999
3,67,"Ferrari",20,999
2,67,"Mercedes",20,999
17,67,"Toro Rosso",20,999
17,4,"Toro Rosso",20,1004
20,4,"Toro Rosso",20,1004
5,64,"Alfa Romeo",20,1020
13,13,"Renault",20,1020
19,25,"McLaren",20,1020
10,27,"Ferrari",20,1020
9,39,"Renault",20,1020
4,61,"Red Bull",20,1020
11,64,"Alfa Romeo",20,1020
17,64,"Williams",20,1020
8,1,"Racing Point",20,1020
1,64,"Mercedes",20,1020
2,64,"Red Bull",20,1020
20,64,"Ferrari",20,1020
14,64,"Toro Rosso",20,1020
15,64,"Racing Point",20,1020
18,64,"Williams",20,1020
16,64,"Toro Rosso",20,1020
6,64,"Haas F1 Team",20,1020
12,64,"Haas F1 Team",20,1020
7,64,"McLaren",20,1020
8,0,"Haas F1 Team",20,1025
3,26,"Ferrari",20,1025
17,27,"Williams",20,1025
18,28,"Williams",20,1025
10,24,"Renault",20,1025
6,0,"McLaren",20,1040
12,0,"Racing Point",20,1040
18,47,"Williams",20,1066
14,32,"Haas F1 Team",20,1066
16,60,"Lotus F1",27,913
2,13,"Mercedes",27,913
14,17,"Sauber",27,913
17,40,"Sauber",27,913
21,59,"Marussia",27,913
19,60,"Marussia",27,913
22,60,"Caterham",27,913
10,60,"Toro Rosso",27,913
18,60,"Lotus F1",27,913
20,0,"Caterham",27,913
9,60,"McLaren",27,913
1,60,"Mercedes",27,913
4,60,"Red Bull",27,913
3,60,"Red Bull",27,913
5,60,"Ferrari",27,913
8,60,"Williams",27,913
12,60,"Toro Rosso",27,913
15,60,"Force India",27,913
7,60,"Ferrari",27,913
13,60,"Force India",27,913
6,60,"Williams",27,913
18,61,"Lotus F1",27,939
9,30,"Williams",27,939
5,32,"Mercedes",27,939
12,33,"McLaren",27,939
19,59,"Manor Marussia",27,939
20,59,"Manor Marussia",27,939
10,59,"Lotus F1",27,939
17,61,"Sauber",27,939
11,12,"Force India",27,939
14,61,"Toro Rosso",27,939
1,61,"Ferrari",27,939
2,61,"Red Bull",27,939
3,61,"Ferrari",27,939
6,61,"Mercedes",27,939
16,61,"Sauber",27,939
4,61,"Red Bull",27,939
13,61,"Force India",27,939
8,61,"Toro Rosso",27,939
7,61,"Williams",27,939
16,60,"Sauber",27,962
8,0,"Force India",27,962
10,35,"Williams",27,962
12,43,"McLaren",27,962
21,59,"Manor Marussia",27,962
14,60,"Sauber",27,962
19,60,"Manor Marussia",27,962
18,60,"Renault",27,962
6,60,"Toro Rosso",27,962
11,60,"Williams",27,962
20,0,"Haas F1 Team",27,962
15,61,"Renault",27,962
1,61,"Mercedes",27,962
2,61,"Red Bull",27,962
3,61,"Mercedes",27,962
5,61,"Ferrari",27,962
13,60,"Haas F1 Team",27,962
4,61,"Red Bull",27,962
9,61,"McLaren",27,962
17,61,"Force India",27,962
7,61,"Toro Rosso",27,962
22,61,"Ferrari",27,962
4,0,"Ferrari",27,982
2,0,"Red Bull",27,982
1,0,"Ferrari",27,982
8,8,"McLaren",27,982
13,10,"Toro Rosso",27,982
20,35,"Sauber",27,982
7,48,"Renault",27,982
16,50,"Haas F1 Team",27,982
17,58,"Williams",27,982
14,58,"Force India",27,982
18,58,"Williams",27,982
9,58,"McLaren",27,982
11,58,"Renault",27,982
12,58,"Force India",27,982
10,58,"Toro Rosso",27,982
6,58,"Mercedes",27,982
3,58,"Red Bull",27,982
5,58,"Mercedes",27,982
15,58,"Haas F1 Team",27,982
15,60,"Toro Rosso",27,1003
20,60,"Williams",27,1003
8,60,"Haas F1 Team",27,1003
7,60,"Force India",27,1003
9,0,"Force India",27,1003
16,59,"Haas F1 Team",27,1003
19,59,"Williams",27,1003
18,60,"McLaren",27,1003
17,60,"Toro Rosso",27,1003
14,60,"Sauber",27,1003
10,60,"Renault",27,1003
13,60,"Sauber",27,1003
2,61,"Red Bull",27,1003
3,61,"Ferrari",27,1003
4,61,"Mercedes",27,1003
1,61,"Mercedes",27,1003
6,61,"Red Bull",27,1003
11,61,"McLaren",27,1003
12,60,"Renault",27,1003
5,61,"Ferrari",27,1003
17,61,"Haas F1 Team",27,1024
15,42,"Racing Point",27,1024
12,49,"Alfa Romeo",27,1024
13,61,"Haas F1 Team",27,1024
19,61,"Williams",27,1024
14,61,"Toro Rosso",27,1024
20,61,"Renault",27,1024
16,61,"Racing Point",27,1024
7,61,"McLaren",27,1024
18,34,"Williams",27,1024
10,61,"Alfa Romeo",27,1024
11,61,"Toro Rosso",27,1024
8,61,"Renault",27,1024
3,61,"Ferrari",27,1024
1,61,"Ferrari",27,1024
4,61,"Red Bull",27,1024
5,61,"Mercedes",27,1024
6,61,"Red Bull",27,1024
9,61,"McLaren",27,1024
2,61,"Mercedes",27,1024
22,77,"Caterham",17.5,905
17,59,"Sauber",17.5,905
8,77,"McLaren",17.5,905
4,5,"Red Bull",17.5,905
20,75,"Caterham",17.5,905
12,77,"McLaren",17.5,905
16,77,"Williams",17.5,905
19,75,"Marussia",17.5,905
14,77,"Lotus F1",17.5,905
18,23,"Sauber",17.5,905
9,10,"Toro Rosso",17.5,905
7,50,"Toro Rosso",17.5,905
11,77,"Force India",17.5,905
15,0,"Lotus F1",17.5,905
10,0,"Force India",17.5,905
21,77,"Marussia",17.5,905
6,77,"Ferrari",17.5,905
12,77,"Williams",17.5,931
19,76,"Manor Marussia",17.5,931
9,62,"Toro Rosso",17.5,931
13,41,"McLaren",17.5,931
8,5,"Lotus F1",17.5,931
18,76,"Manor Marussia",17.5,931
15,76,"Haas F1 Team",17.5,953
11,10,"Ferrari",17.5,953
8,18,"Toro Rosso",17.5,953
16,32,"Renault",17.5,953
0,34,"Red Bull",17.5,953
0,48,"Sauber",17.5,953
19,74,"Manor Marussia",17.5,953
20,76,"Manor Marussia",17.5,953
18,7,"Renault",17.5,953
10,77,"Williams",17.5,953
14,77,"Williams",17.5,953
13,77,"McLaren",17.5,953
6,77,"Toro Rosso",17.5,953
12,77,"Haas F1 Team",17.5,953
12,66,"McLaren",17.5,974
20,57,"McLaren",17.5,974
18,57,"Sauber",17.5,974
10,15,"Renault",17.5,974
19,63,"Sauber",17.5,974
12,77,"McLaren",17.5,994
18,77,"Haas F1 Team",17.5,994
13,77,"Williams",17.5,994
17,76,"Williams",17.5,994
5,77,"Haas F1 Team",17.5,1015
18,76,"Alfa Romeo",17.5,1015
20,77,"Williams",17.5,1015
14,77,"Alfa Romeo",17.5,1015
17,77,"Racing Point",17.5,1015
19,77,"Williams",17.5,1015
11,77,"Renault",17.5,1015
16,77,"Racing Point",17.5,1015
15,16,"Ferrari",17.5,1015
16,77,"AlphaTauri",17.5,1056
18,77,"Williams",17.5,1056
20,75,"Haas F1 Team",17.5,1056
19,75,"Haas F1 Team",17.5,1056
15,77,"Williams",17.5,1056
17,77,"Alpine F1 Team",17.5,1056
12,77,"McLaren",17.5,1056
14,77,"Alfa Romeo",17.5,1056
10,77,"Alfa Romeo",17.5,1056
3,29,"Mercedes",17.5,1056
11,77,"Alpine F1 Team",17.5,1056
13,77,"Aston Martin",17.5,1056
1,0,"Ferrari",17.5,1056
3,78,"Red Bull",17.5,905
2,78,"Mercedes",17.5,905
1,78,"Mercedes",17.5,905
5,78,"Ferrari",17.5,905
16,78,"Williams",17.5,931
17,78,"Sauber",17.5,931
15,78,"Lotus F1",17.5,931
11,78,"Force India",17.5,931
2,78,"Mercedes",17.5,931
14,78,"Sauber",17.5,931
10,78,"McLaren",17.5,931
7,78,"Force India",17.5,931
6,78,"Ferrari",17.5,931
4,78,"Red Bull",17.5,931
5,78,"Red Bull",17.5,931
1,78,"Mercedes",17.5,931
3,78,"Ferrari",17.5,931
0,78,"Toro Rosso",17.5,931
2,78,"Mercedes",17.5,953
5,78,"Force India",17.5,953
9,78,"McLaren",17.5,953
4,78,"Ferrari",17.5,953
7,78,"Force India",17.5,953
1,78,"Red Bull",17.5,953
3,78,"Mercedes",17.5,953
7,78,"Force India",17.5,974
15,78,"Force India",17.5,974
16,78,"Renault",17.5,974
2,78,"Ferrari",17.5,974
14,78,"Williams",17.5,974
8,78,"Haas F1 Team",17.5,974
13,78,"Mercedes",17.5,974
6,78,"Toro Rosso",17.5,974
4,78,"Red Bull",17.5,974
3,78,"Mercedes",17.5,974
5,78,"Red Bull",17.5,974
1,78,"Ferrari",17.5,974
11,78,"Haas F1 Team",17.5,974
19,78,"Haas F1 Team",17.5,994
9,78,"Force India",17.5,994
16,78,"Sauber",17.5,994
1,78,"Red Bull",17.5,994
20,78,"Red Bull",17.5,994
11,78,"Renault",17.5,994
10,78,"Toro Rosso",17.5,994
6,78,"Force India",17.5,994
5,78,"Mercedes",17.5,994
4,78,"Ferrari",17.5,994
3,78,"Mercedes",17.5,994
2,78,"Ferrari",17.5,994
8,78,"Renault",17.5,994
12,78,"McLaren",17.5,1015
6,78,"Renault",17.5,1015
1,78,"Mercedes",17.5,1015
4,78,"Ferrari",17.5,1015
2,78,"Mercedes",17.5,1015
3,78,"Red Bull",17.5,1015
13,78,"Haas F1 Team",17.5,1015
9,78,"McLaren",17.5,1015
7,78,"Toro Rosso",17.5,1015
10,78,"Toro Rosso",17.5,1015
8,78,"Red Bull",17.5,1015
7,78,"Mercedes",17.5,1056
6,78,"AlphaTauri",17.5,1056
8,78,"Aston Martin",17.5,1056
9,78,"Red Bull",17.5,1056
5,78,"McLaren",17.5,1056
2,78,"Red Bull",17.5,1056
4,78,"Ferrari",17.5,1056
11,65,"Force India",19.3,904
16,65,"Sauber",19.3,904
15,66,"Red Bull",19.3,904
10,65,"Force India",19.3,904
13,65,"Sauber",19.3,904
3,66,"Red Bull",19.3,904
7,66,"Ferrari",19.3,904
22,65,"Lotus F1",19.3,904
4,66,"Williams",19.3,904
20,34,"Caterham",19.3,904
19,64,"Caterham",19.3,904
2,66,"Mercedes",19.3,904
6,65,"Ferrari",19.3,904
9,65,"Williams",19.3,904
1,66,"Mercedes",19.3,904
5,65,"Lotus F1",19.3,904
8,65,"McLaren",19.3,904
17,64,"Marussia",19.3,904
18,64,"Marussia",19.3,904
12,65,"Toro Rosso",19.3,904
21,24,"Toro Rosso",19.3,904
14,65,"McLaren",19.3,904
13,26,"McLaren",19.3,930
6,65,"Toro Rosso",19.3,930
20,62,"Manor Marussia",19.3,930
19,63,"Manor Marussia",19.3,930
14,65,"McLaren",19.3,930
17,65,"Force India",19.3,930
16,65,"Sauber",19.3,930
18,65,"Force India",19.3,930
15,65,"Sauber",19.3,930
12,45,"Lotus F1",19.3,930
8,65,"Red Bull",19.3,930
11,65,"Lotus F1",19.3,930
10,65,"Red Bull",19.3,930
9,66,"Williams",19.3,930
7,66,"Ferrari",19.3,930
4,66,"Williams",19.3,930
3,66,"Ferrari",19.3,930
2,66,"Mercedes",19.3,930
1,66,"Mercedes",19.3,930
5,65,"Toro Rosso",19.3,930
15,65,"Renault",19.3,952
20,65,"Sauber",19.3,952
21,65,"Manor Marussia",19.3,952
22,65,"Manor Marussia",19.3,952
2,0,"Mercedes",19.3,952
10,45,"McLaren",19.3,952
11,20,"Force India",19.3,952
1,0,"Mercedes",19.3,952
17,65,"Renault",19.3,952
19,65,"Sauber",19.3,952
4,66,"Red Bull",19.3,952
13,65,"Toro Rosso",19.3,952
5,66,"Ferrari",19.3,952
6,66,"Ferrari",19.3,952
3,66,"Red Bull",19.3,952
7,66,"Williams",19.3,952
16,65,"Haas F1 Team",19.3,952
9,66,"Force India",19.3,952
18,66,"Williams",19.3,952
12,65,"McLaren",19.3,952
8,66,"Toro Rosso",19.3,952
11,64,"Haas F1 Team",19.3,973
17,64,"Renault",19.3,973
18,64,"Williams",19.3,973
3,38,"Mercedes",19.3,973
16,64,"Sauber",19.3,973
5,1,"Red Bull",19.3,973
4,0,"Ferrari",19.3,973
9,64,"Williams",19.3,973
20,32,"McLaren",19.3,973
7,64,"McLaren",19.3,973
15,65,"Sauber",19.3,973
14,65,"Haas F1 Team",19.3,973
19,65,"Toro Rosso",19.3,973
12,65,"Toro Rosso",19.3,973
13,65,"Renault",19.3,973
10,65,"Force India",19.3,973
8,65,"Force India",19.3,973
6,66,"Red Bull",19.3,973
2,66,"Ferrari",19.3,973
1,66,"Mercedes",19.3,973
17,64,"Sauber",19.3,993
16,0,"Renault",19.3,993
12,0,"Toro Rosso",19.3,993
10,0,"Haas F1 Team",19.3,993
4,25,"Ferrari",19.3,993
13,38,"Force India",19.3,993
11,45,"McLaren",19.3,993
19,63,"Williams",19.3,993
20,64,"Toro Rosso",19.3,993
18,64,"Williams",19.3,993
1,66,"Mercedes",19.3,993
15,64,"Force India",19.3,993
8,65,"McLaren",19.3,993
9,65,"Renault",19.3,993
7,65,"Haas F1 Team",19.3,993
6,66,"Red Bull",19.3,993
3,66,"Ferrari",19.3,993
5,66,"Red Bull",19.3,993
2,66,"Mercedes",19.3,993
14,64,"Sauber",19.3,993
13,66,"Renault",19.3,1014
16,44,"Racing Point",19.3,1014
17,65,"Williams",19.3,1014
19,65,"Williams",19.3,1014
18,66,"Alfa Romeo",19.3,1014
15,66,"Racing Point",19.3,1014
14,66,"Alfa Romeo",19.3,1014
0,66,"Renault",19.3,1014
11,66,"Toro Rosso",19.3,1014
10,44,"McLaren",19.3,1014
9,66,"Toro Rosso",19.3,1014
2,66,"Mercedes",19.3,1014
1,66,"Mercedes",19.3,1014
4,66,"Red Bull",19.3,1014
3,66,"Ferrari",19.3,1014
7,66,"Haas F1 Team",19.3,1014
6,66,"Red Bull",19.3,1014
8,66,"Haas F1 Team",19.3,1014
12,66,"McLaren",19.3,1014
5,66,"Ferrari",19.3,1014
14,87,"Alfa Romeo",19.3,1046
18,87,"Alfa Romeo",19.3,1046
15,87,"Haas F1 Team",19.3,1046
4,0,"Ferrari",19.3,1046
3,0,"Red Bull",19.3,1046
20,87,"Haas F1 Team",19.3,1046
13,87,"Ferrari",19.3,1046
17,87,"Williams",19.3,1046
9,87,"AlphaTauri",19.3,1046
7,87,"Renault",19.3,1046
2,87,"Mercedes",19.3,1046
1,87,"Mercedes",19.3,1046
6,87,"AlphaTauri",19.3,1046
12,87,"Red Bull",19.3,1046
8,87,"McLaren",19.3,1046
10,87,"Racing Point",19.3,1046
11,87,"Renault",19.3,1046
5,87,"Racing Point",19.3,1046
19,87,"McLaren",19.3,1046
3,66,"Mercedes",19.3,1055
4,66,"Ferrari",19.3,1055
16,6,"AlphaTauri",19.3,1055
8,66,"Red Bull",19.3,1055
7,66,"McLaren",19.3,1055
6,66,"Ferrari",19.3,1055
9,65,"McLaren",19.3,1055
5,65,"Alpine F1 Team",19.3,1055
12,65,"AlphaTauri",19.3,1055
2,66,"Red Bull",19.3,1055
17,65,"Alfa Romeo",19.3,1055
13,65,"Aston Martin",19.3,1055
15,65,"Williams",19.3,1055
14,65,"Alfa Romeo",19.3,1055
19,65,"Williams",19.3,1055
10,65,"Alpine F1 Team",19.3,1055
18,64,"Haas F1 Team",19.3,1055
20,64,"Haas F1 Team",19.3,1055
1,66,"Mercedes",19.3,1055
11,65,"Aston Martin",19.3,1055
21,1,"Caterham",18,911
17,1,"Lotus F1",18,911
15,33,"Lotus F1",18,911
2,38,"Mercedes",18,911
16,39,"Marussia",18,911
22,43,"Caterham",18,911
19,43,"Marussia",18,911
19,42,"McLaren",18,937
11,0,"Force India",18,937
17,42,"Manor Marussia",18,937
8,42,"Ferrari",18,937
10,32,"Toro Rosso",18,937
5,19,"Red Bull",18,937
7,2,"Lotus F1",18,937
15,42,"Manor Marussia",18,937
14,43,"Sauber",18,937
20,42,"McLaren",18,937
3,43,"Williams",18,937
1,43,"Mercedes",18,937
2,43,"Mercedes",18,937
9,43,"Lotus F1",18,937
12,43,"Red Bull",18,937
13,43,"Sauber",18,937
6,43,"Williams",18,937
16,43,"Ferrari",18,937
18,43,"Toro Rosso",18,937
4,43,"Force India",18,937
17,43,"Manor Marussia",18,960
16,43,"Sauber",18,960
20,3,"Sauber",18,960
14,1,"Toro Rosso",18,960
9,1,"McLaren",18,960
15,0,"Manor Marussia",18,960
12,5,"Renault",18,960
5,7,"Red Bull",18,980
18,2,"Sauber",18,980
10,25,"McLaren",18,980
8,42,"Force India",18,980
16,43,"Williams",18,1001
15,0,"McLaren",18,1001
12,0,"Sauber",18,1001
6,8,"Ferrari",18,1001
8,28,"Red Bull",18,1001
18,43,"McLaren",18,1001
11,43,"Toro Rosso",18,1001
17,43,"Williams",18,1001
20,0,"Renault",18,1001
14,43,"Renault",18,1001
13,43,"Sauber",18,1001
15,9,"Williams",18,1037
18,9,"Alfa Romeo",18,1037
7,0,"McLaren",18,1037
3,66,"Red Bull",18,1054
2,66,"Mercedes",18,1054
1,66,"Mercedes",18,1054
15,1,"Alfa Romeo",18,1054
18,64,"Williams",18,1054
19,64,"Haas F1 Team",18,1054
11,65,"Williams",18,1054
14,65,"AlphaTauri",18,1054
17,65,"Aston Martin",18,1054
10,65,"Aston Martin",18,1054
12,65,"Alfa Romeo",18,1054
5,66,"Ferrari",18,1054
9,66,"AlphaTauri",18,1054
16,66,"McLaren",18,1054
13,66,"Alpine F1 Team",18,1054
6,66,"Alpine F1 Team",18,1054
8,66,"Ferrari",18,1054
7,66,"McLaren",18,1054
4,66,"Red Bull",18,1054
20,64,"Haas F1 Team",18,1054
1,1,"Red Bull",18,1063
19,1,"Aston Martin",18,1063
3,1,"Mercedes",18,1063
4,1,"McLaren",18,1063
5,1,"Aston Martin",18,1063
6,1,"AlphaTauri",18,1063
8,1,"Alpine F1 Team",18,1063
9,1,"Ferrari",18,1063
10,1,"Williams",18,1063
11,1,"Ferrari",18,1063
12,1,"Alpine F1 Team",18,1063
13,1,"Mercedes",18,1063
14,1,"Alfa Romeo",18,1063
15,1,"McLaren",18,1063
16,1,"AlphaTauri",18,1063
17,1,"Haas F1 Team",18,1063
18,1,"Haas F1 Team",18,1063
0,1,"Alfa Romeo",18,1063
2,1,"Williams",18,1063
0,1,"Red Bull",18,1063
9,44,"Williams",18,911
20,44,"Sauber",18,911
14,44,"Sauber",18,911
7,44,"McLaren",18,911
4,44,"Ferrari",18,911
18,44,"Force India",18,911
11,44,"Toro Rosso",18,911
13,44,"Force India",18,911
10,44,"McLaren",18,911
3,44,"Red Bull",18,911
8,44,"Ferrari",18,911
6,44,"Williams",18,911
1,44,"Mercedes",18,911
5,44,"Red Bull",18,911
12,44,"Toro Rosso",18,911
19,44,"Toro Rosso",18,960
13,44,"Renault",18,960
11,44,"Haas F1 Team",18,960
18,44,"Haas F1 Team",18,960
2,44,"Red Bull",18,960
10,44,"Williams",18,960
3,44,"Ferrari",18,960
8,44,"Williams",18,960
22,44,"McLaren",18,960
4,44,"Ferrari",18,960
6,44,"Force India",18,960
7,44,"Force India",18,960
21,44,"Mercedes",18,960
5,44,"Red Bull",18,960
1,44,"Mercedes",18,960
14,44,"Renault",18,980
20,44,"McLaren",18,980
12,44,"Haas F1 Team",18,980
17,44,"Sauber",18,980
19,44,"Toro Rosso",18,980
15,44,"Williams",18,980
6,44,"Red Bull",18,980
9,44,"Force India",18,980
13,44,"Toro Rosso",18,980
2,44,"Ferrari",18,980
4,44,"Ferrari",18,980
1,44,"Mercedes",18,980
7,44,"Renault",18,980
11,44,"Haas F1 Team",18,980
3,44,"Mercedes",18,980
16,44,"Williams",18,980
10,44,"Toro Rosso",18,1001
9,44,"Haas F1 Team",18,1001
5,44,"Haas F1 Team",18,1001
3,44,"Force India",18,1001
4,44,"Force India",18,1001
19,44,"Mercedes",18,1001
7,44,"Red Bull",18,1001
1,44,"Mercedes",18,1001
2,44,"Ferrari",18,1001
11,44,"AlphaTauri",18,1037
20,44,"Haas F1 Team",18,1037
19,44,"Williams",18,1037
17,44,"Haas F1 Team",18,1037
13,44,"Ferrari",18,1037
14,44,"Ferrari",18,1037
16,44,"Alfa Romeo",18,1037
8,44,"Racing Point",18,1037
12,44,"AlphaTauri",18,1037
10,44,"McLaren",18,1037
5,44,"Red Bull",18,1037
6,44,"Renault",18,1037
4,44,"Renault",18,1037
3,44,"Red Bull",18,1037
2,44,"Mercedes",18,1037
1,44,"Mercedes",18,1037
9,44,"Racing Point",18,1037
3,57,"Mercedes",18.6,900
14,0,"Caterham",18.6,900
19,27,"Caterham",18.6,900
15,57,"Williams",18.6,900
9,0,"Williams",18.6,900
5,57,"Ferrari",18.6,900
11,57,"Ferrari",18.6,900
21,29,"Lotus F1",18.6,900
22,43,"Lotus F1",18.6,900
6,57,"Toro Rosso",18.6,900
8,57,"Toro Rosso",18.6,900
7,57,"Force India",18.6,900
16,57,"Force India",18.6,900
18,49,"Marussia",18.6,900
12,3,"Red Bull",18.6,900
2,57,"Red Bull",18.6,900
10,57,"McLaren",18.6,900
4,57,"McLaren",18.6,900
1,2,"Mercedes",18.6,900
21,23,"Caterham",18.6,906
17,21,"Lotus F1",18.6,906
22,64,"Sauber",18.6,906
19,0,"Marussia",18.6,906
18,0,"Marussia",18.6,906
16,69,"Sauber",18.6,906
14,59,"Lotus F1",18.6,906
20,7,"Caterham",18.6,906
2,46,"Mercedes",18.6,906
13,69,"Force India",18.6,906
15,47,"Toro Rosso",18.6,906
5,69,"Williams",18.6,906
5,40,"Ferrari",18.6,926
11,32,"Toro Rosso",18.6,926
8,0,"Lotus F1",18.6,926
12,0,"Red Bull",18.6,926
17,0,"McLaren",18.6,926
0,0,"Williams",18.6,926
9,0,"Lotus F1",18.6,926
14,57,"Force India",18.6,926
2,58,"Mercedes",18.6,926
15,57,"Sauber",18.6,926
13,57,"Force India",18.6,926
6,57,"Red Bull",18.6,926
10,58,"Sauber",18.6,926
3,58,"Williams",18.6,926
4,58,"Ferrari",18.6,926
7,57,"Toro Rosso",18.6,926
1,58,"Mercedes",18.6,926
12,69,"Sauber",18.6,932
19,69,"Toro Rosso",18.6,932
14,68,"Sauber",18.6,932
17,66,"Manor Marussia",18.6,932
5,69,"Lotus F1",18.6,932
20,54,"McLaren",18.6,932
13,44,"McLaren",18.6,932
9,69,"Red Bull",18.6,932
16,57,"Manor Marussia",18.6,932
11,69,"Toro Rosso",18.6,932
