raceId,driverId,stop,lap,time,duration,milliseconds,totalStops
951,"817","1","1","15:05:43","47.763","47763","2"
951,"828","1","1","15:05:50","30.529","30529","2"
951,"815","1","1","15:06:03","32.800","32800","2"
951,"821","1","1","15:06:09","40.169","40169","2"
953,"826","1","1","14:03:20","1:32.609","92609","3"
955,"837","1","1","17:05:57","33.405","33405","1"
960,"830","1","1","14:05:46","31.235","31235","4"
960,"831","1","1","14:05:52","26.390","26390","3"
960,"20","1","1","14:05:53","22.403","22403","3"
960,"8","1","1","14:06:21","1:27.084","87084","4"
962,"3","1","1","20:06:14","26.350","26350","3"
962,"817","1","1","20:06:15","25.925","25925","4"
962,"1","1","1","20:06:19","24.453","24453","4"
962,"8","1","1","20:06:21","24.874","24874","4"
962,"4","1","1","20:06:22","24.649","24649","3"
962,"826","1","1","20:06:24","24.584","24584","3"
962,"832","1","1","20:06:25","25.973","25973","4"
962,"830","1","1","20:06:26","25.740","25740","4"
962,"13","1","1","20:06:27","25.929","25929","4"
962,"825","1","1","20:06:28","25.816","25816","3"
962,"828","1","1","20:06:30","26.135","26135","4"
962,"815","1","1","20:06:31","32.821","32821","2"
962,"821","1","1","20:06:32","26.519","26519","3"
962,"18","1","1","20:06:33","42.815","42815","3"
962,"822","1","1","20:06:40","32.709","32709","4"
962,"836","1","1","20:06:42","24.308","24308","3"
962,"839","1","1","20:06:43","24.343","24343","4"
962,"831","1","1","20:06:44","25.057","25057","3"
962,"835","1","1","20:06:45","25.211","25211","3"
962,"20","1","1","20:06:48","24.342","24342","3"
963,"826","1","1","15:06:13","32.413","32413","3"
963,"13","1","1","15:06:15","23.528","23528","3"
963,"825","1","1","15:06:24","30.679","30679","1"
963,"821","1","1","15:06:25","30.782","30782","3"
965,"822","1","1","14:06:03","27.098","27098","2"
966,"817","1","1","13:04:51","22.087","22087","2"
966,"835","1","1","13:05:06","23.897","23897","1"
966,"828","1","1","13:05:11","32.608","32608","1"
968,"825","1","1","17:05:37","27.068","27068","1"
969,"825","1","1","16:08:47","31.336","31336","2"
970,"807","1","1","14:05:25","23.550","23550","5"
972,"838","1","1","15:08:55","30.006","30006","2"
972,"828","1","1","15:08:58","32.235","32235","2"
973,"826","1","1","14:04:51","22.235","22235","2"
973,"13","1","1","14:05:02","40.612","40612","3"
974,"836","1","1","14:04:27","25.813","25813","1"
974,"18","1","1","14:04:29","24.465","24465","2"
975,"154","1","1","14:04:59","31.256","31256","1"
975,"836","1","1","14:05:02","51.757","51757","2"
976,"822","1","1","17:07:00","36.262","36262","4"
977,"826","1","1","14:04:23","33.607","33607","3"
978,"826","1","1","13:08:08","45.538","45538","3"
979,"828","1","1","14:05:01","25.179","25179","2"
982,"1","1","1","20:06:27","30.442","30442","4"
982,"817","1","1","20:06:29","30.737","30737","5"
982,"807","1","1","20:06:30","31.032","31032","6"
982,"815","1","1","20:06:31","30.709","30709","5"
982,"822","1","1","20:06:33","30.444","30444","4"
982,"835","1","1","20:06:33","30.785","30785","5"
982,"838","1","1","20:06:35","31.550","31550","5"
982,"839","1","1","20:06:36","31.793","31793","6"
982,"832","1","1","20:06:37","32.689","32689","4"
982,"825","1","1","20:06:39","32.701","32701","6"
982,"826","1","1","20:06:40","33.077","33077","3"
982,"4","1","1","20:06:42","36.900","36900","3"
982,"840","1","1","20:06:43","37.403","37403","4"
982,"13","1","1","20:06:44","38.464","38464","6"
982,"154","1","1","20:06:45","39.455","39455","4"
982,"828","1","1","20:06:48","40.125","40125","6"
982,"836","1","1","20:06:49","40.506","40506","6"
985,"825","1","1","14:05:31","25.112","25112","2"
986,"20","1","1","13:04:31","32.037","32037","2"
986,"1","1","1","13:04:57","29.283","29283","2"
987,"20","1","1","14:04:42","19.097","19097","4"
987,"822","1","1","14:04:43","18.717","18717","4"
987,"8","1","1","14:04:45","19.433","19433","4"
987,"830","1","1","14:04:47","18.827","18827","5"
987,"4","1","1","14:04:49","18.487","18487","4"
987,"13","1","1","14:04:50","18.238","18238","4"
987,"815","1","1","14:04:51","18.417","18417","4"
987,"807","1","1","14:04:52","18.927","18927","4"
987,"832","1","1","14:04:54","19.208","19208","4"
987,"842","1","1","14:04:55","19.430","19430","4"
987,"828","1","1","14:04:58","19.603","19603","4"
987,"843","1","1","14:04:59","19.936","19936","4"
987,"840","1","1","14:05:00","20.146","20146","5"
987,"836","1","1","14:05:01","26.439","26439","3"
987,"154","1","1","14:05:02","25.845","25845","4"
987,"1","1","1","14:05:05","19.377","19377","4"
987,"817","1","1","14:05:06","25.946","25946","4"
989,"843","1","1","16:15:04","22.213","22213","2"
992,"8","1","1","16:16:15","30.012","30012","2"
992,"843","1","1","16:16:35","21.376","21376","3"
992,"4","1","1","16:16:58","56.710","56710","2"
992,"825","1","1","16:17:11","35.608","35608","2"
992,"828","1","1","16:17:16","44.107","44107","4"
993,"843","1","1","15:15:19","22.631","22631","2"
993,"845","1","1","15:15:23","22.049","22049","3"
995,"838","1","1","14:14:56","41.008","41008","2"
995,"828","1","1","14:15:00","23.529","23529","1"
996,"840","1","1","16:15:46","26.576","26576","1"
996,"845","1","1","16:15:55","26.273","26273","1"
996,"20","1","1","16:15:56","32.612","32612","2"
996,"4","1","1","16:15:56","25.789","25789","2"
996,"822","1","1","16:16:38","27.955","27955","2"
997,"838","1","1","15:14:13","46.557","46557","2"
1001,"20","1","1","15:15:59","19.582","19582","2"
1001,"1","1","1","15:16:01","19.372","19372","2"
1001,"815","1","1","15:16:02","19.667","19667","2"
1001,"839","1","1","15:16:03","19.582","19582","2"
1001,"830","1","1","15:16:04","19.942","19942","2"
1001,"154","1","1","15:16:05","20.280","20280","2"
1001,"825","1","1","15:16:07","20.021","20021","2"
1001,"842","1","1","15:16:09","20.136","20136","2"
1001,"828","1","1","15:16:11","19.711","19711","2"
1001,"845","1","1","15:16:12","19.791","19791","2"
1001,"840","1","1","15:16:13","19.732","19732","2"
1001,"843","1","1","15:16:16","18.084","18084","2"
1001,"832","1","1","15:16:18","18.509","18509","2"
1001,"822","1","1","15:16:19","20.349","20349","3"
1001,"838","1","1","15:16:21","19.847","19847","3"
1001,"8","1","1","15:16:57","26.367","26367","2"
1002,"807","1","1","15:15:34","25.234","25234","2"
1002,"817","1","1","15:15:35","24.805","24805","1"
1002,"20","1","1","15:15:36","32.219","32219","2"
1002,"828","1","1","15:15:50","29.992","29992","2"
1006,"844","1","1","13:15:33","34.812","34812","1"
1006,"840","1","1","13:15:34","41.048","41048","3"
1006,"154","1","1","13:15:46","35.104","35104","1"
1007,"839","1","1","13:14:32","27.806","27806","2"
1007,"843","1","1","13:14:35","22.055","22055","2"
1009,"843","1","1","17:16:20","41.012","41012","1"
1010,"9","1","1","16:15:28","32.997","32997","3"
1010,"817","1","1","16:15:30","33.027","33027","1"
1011,"840","1","1","18:15:42","34.338","34338","2"
1011,"154","1","1","18:15:49","32.082","32082","1"
1012,"832","1","1","14:15:38","45.878","45878","2"
1012,"846","1","1","14:15:45","50.738","50738","3"
1016,"848","1","1","14:14:33","37.950","37950","1"
1019,"154","1","1","14:15:12","33.562","33562","1"
1019,"825","1","1","14:15:41","32.767","32767","1"
1022,"817","1","1","15:16:08","27.620","27620","1"
1022,"8","1","1","15:16:10","39.046","39046","3"
1022,"832","1","1","15:16:37","59.291","59291","1"
1023,"830","1","1","15:14:58","31.211","31211","2"
1024,"807","1","1","20:15:37","29.563","29563","2"
1024,"847","1","1","20:15:56","38.752","38752","1"
1025,"9","1","1","14:15:50","30.587","30587","2"
1025,"817","1","1","14:16:36","36.031","36031","1"
1028,"848","1","1","13:15:12","34.100","34100","3"
1032,"844","1","1","15:14:20","39.715","39715","1"
1033,"826","1","1","15:14:46","23.568","23568","2"
1038,"825","1","1","15:15:04","40.078","40078","1"
1039,"20","1","1","15:15:41","33.583","33583","6"
1039,"8","1","1","15:15:33","30.623","30623","6"
1040,"847","1","1","14:15:56","30.165","30165","3"
1040,"848","1","1","14:16:00","30.211","30211","2"
1040,"846","1","1","14:16:01","37.108","37108","2"
1042,"815","1","1","13:14:54","26.177","26177","2"
1043,"840","1","1","13:14:49","36.189","36189","3"
1044,"839","1","1","13:15:59","25.719","25719","2"
1045,"1","1","1","17:15:42","19:23.979","1163979","3"
1045,"830","1","1","17:15:44","19:24.529","1164529","4"
1045,"815","1","1","17:15:46","19:23.442","1163442","3"
1045,"848","1","1","17:15:51","19:21.607","1161607","3"
1045,"817","1","1","17:15:56","19:19.722","1159722","3"
1045,"822","1","1","17:15:57","19:19.205","1159205","4"
1045,"842","1","1","17:16:02","19:20.469","1160469","2"
1045,"839","1","1","17:16:04","19:20.946","1160946","3"
1045,"846","1","1","17:16:13","19:13.898","1153898","3"
1045,"844","1","1","17:16:14","19:14.255","1154255","3"
1045,"841","1","1","17:16:18","19:14.906","1154906","3"
1045,"840","1","1","17:16:19","19:14.123","1154123","1"
1045,"832","1","1","17:16:21","19:17.291","1157291","3"
1045,"825","1","1","17:16:23","19:16.990","1156990","4"
1045,"20","1","1","17:16:26","19:17.042","1157042","3"
1045,"849","1","1","17:16:29","19:17.995","1157995","3"
1045,"8","1","1","17:16:31","19:21.539","1161539","3"
1045,"847","1","1","17:16:34","19:23.297","1163297","3"
1045,"826","1","1","17:16:36","19:23.014","1163014","3"
1046,"815","1","1","20:14:22","24.214","24214","2"
1053,"839","1","1","15:05:16","30.866","30866","5"
1057,"847","1","1","16:06:06","19.970","19970","4"
1058,"844","1","1","15:04:22","28.386","28386","2"
1058,"849","1","1","15:04:58","26.419","26419","2"
1060,"841","1","1","15:04:39","21.129","21129","2"
1062,"830","1","1","15:05:21","22.569","22569","5"
1062,"853","1","1","15:05:28","23.715","23715","2"
1062,"846","1","1","15:05:33","38.267","38267","1"
1062,"841","1","1","15:05:53","26.573","26573","5"
1065,"841","1","1","15:05:21","37.190","37190","2"
1069,"853","1","1","14:05:35","30.673","30673","3"
1070,"817","1","1","13:05:11","38.128","38128","2"
1070,"822","1","1","13:05:16","22.463","22463","4"
1071,"846","1","1","14:04:50","27.313","27313","5"
900,"3","1","12","17:27:27","24.331","24331","2"
900,"817","1","12","17:27:37","22.994","22994","2"
900,"825","1","12","17:27:45","23.150","23150","2"
900,"807","1","12","17:27:51","22.615","22615","2"
900,"4","1","12","17:27:55","22.887","22887","2"
900,"8","1","12","17:28:02","25.543","25543","2"
900,"818","1","12","17:28:02","23.124","23124","2"
900,"826","1","12","17:28:03","30.514","30514","2"
901,"817","1","12","16:25:46","24.709","24709","5"
901,"13","1","12","16:26:05","24.637","24637","3"
901,"154","1","12","16:26:14","25.046","25046","3"
902,"4","1","12","18:24:52","25.770","25770","3"
902,"821","1","12","18:25:08","25.543","25543","2"
903,"20","1","12","15:25:00","22.570","22570","2"
903,"822","1","12","15:25:09","24.780","24780","2"
903,"820","1","12","15:25:48","23.781","23781","3"
904,"20","1","12","14:22:29","21.974","21974","3"
907,"821","1","12","14:18:21","55.222","55222","3"
909,"4","1","12","14:20:59","19.174","19174","3"
911,"822","1","12","14:27:28","22.769","22769","2"
911,"4","1","12","14:27:29","28.920","28920","2"
913,"20","1","12","20:26:56","30.147","30147","2"
913,"4","1","12","20:27:01","28.912","28912","3"
913,"817","1","12","20:27:04","29.761","29761","2"
913,"828","1","12","20:28:03","30.144","30144","2"
915,"16","1","12","15:25:38","30.733","30733","1"
928,"154","1","12","14:24:52","23.421","23421","2"
928,"830","1","12","14:24:59","24.256","24256","2"
928,"4","1","12","14:25:14","23.238","23238","2"
929,"154","1","12","18:24:12","24.735","24735","2"
930,"831","1","12","14:22:55","22.677","22677","2"
931,"832","1","12","14:19:42","25.306","25306","1"
934,"832","1","12","13:25:22","29.393","29393","1"
937,"3","1","12","14:30:22","22.997","22997","2"
939,"826","1","12","20:26:14","29.159","29159","2"
939,"13","1","12","20:26:28","31.380","31380","3"
939,"830","1","12","20:29:01","31.207","31207","2"
940,"813","1","12","14:23:55","24.842","24842","2"
941,"815","1","12","14:27:00","30.545","30545","1"
941,"817","1","12","14:27:08","29.732","29732","1"
941,"832","1","12","14:27:19","30.288","30288","1"
941,"18","1","12","14:27:21","29.719","29719","1"
943,"831","1","12","13:20:51","23.026","23026","3"
944,"8","1","12","14:18:31","23.293","23293","2"
944,"18","1","12","14:18:53","23.242","23242","3"
944,"828","1","12","14:18:58","24.699","24699","3"
948,"3","1","12","16:25:48","21.531","21531","2"
948,"817","1","12","16:25:59","22.245","22245","3"
948,"4","1","12","16:26:14","21.796","21796","1"
948,"835","1","12","16:26:22","23.286","23286","2"
948,"837","1","12","16:26:36","23.224","23224","1"
949,"8","1","12","18:23:37","24.720","24720","3"
949,"825","1","12","18:24:08","26.876","26876","3"
949,"837","1","12","18:24:14","26.382","26382","3"
951,"831","1","12","15:27:22","30.259","30259","1"
952,"830","1","12","14:23:18","22.369","22369","2"
952,"8","1","12","14:23:25","22.107","22107","2"
952,"822","1","12","14:23:27","21.856","21856","2"
952,"831","1","12","14:23:45","22.976","22976","2"
953,"830","1","12","14:24:33","25.604","25604","2"
956,"835","1","12","14:17:57","21.745","21745","4"
956,"13","1","12","14:18:00","21.097","21097","4"
956,"828","1","12","14:18:03","22.980","22980","4"
959,"817","1","12","14:19:31","18.964","18964","3"
959,"822","1","12","14:19:43","18.796","18796","2"
959,"807","1","12","14:19:45","19.608","19608","3"
959,"836","1","12","14:20:05","19.813","19813","3"
963,"839","1","12","15:26:26","25.368","25368","2"
964,"3","1","12","14:23:28","22.673","22673","2"
964,"20","1","12","14:23:35","23.226","23226","2"
964,"815","1","12","14:23:45","23.605","23605","2"
964,"8","1","12","14:23:45","23.244","23244","2"
964,"839","1","12","14:24:19","24.973","24973","2"
966,"830","1","12","13:21:26","21.775","21775","1"
966,"832","1","12","13:21:43","22.747","22747","1"
966,"825","1","12","13:21:47","22.271","22271","2"
966,"821","1","12","13:21:51","25.198","25198","2"
967,"821","1","12","14:32:18","25.147","25147","4"
971,"8","1","12","18:23:10","26.430","26430","2"
971,"154","1","12","18:23:23","25.075","25075","2"
971,"832","1","12","18:23:26","25.001","25001","1"
973,"4","1","12","14:21:10","22.690","22690","3"
973,"840","1","12","14:21:16","22.100","22100","2"
973,"838","1","12","14:21:24","22.547","22547","1"
976,"1","1","12","17:25:22","20.418","20418","4"
976,"20","1","12","17:25:26","20.059","20059","4"
976,"815","1","12","17:25:35","20.598","20598","4"
976,"8","1","12","17:25:39","23.237","23237","4"
976,"13","1","12","17:25:43","21.453","21453","3"
976,"839","1","12","17:25:45","20.493","20493","4"
976,"825","1","12","17:26:11","20.391","20391","3"
976,"4","1","12","17:26:36","21.217","21217","3"
976,"832","1","12","17:26:37","21.040","21040","3"
976,"828","1","12","17:26:45","23.906","23906","3"
976,"836","1","12","17:26:49","31.122","31122","5"
980,"1","1","12","14:25:45","22.037","22037","2"
980,"815","1","12","14:26:21","23.289","23289","3"
983,"840","1","12","15:23:27","24.109","24109","1"
983,"842","1","12","15:23:37","25.044","25044","1"
985,"817","1","12","14:23:58","23.604","23604","1"
985,"815","1","12","14:24:19","24.326","24326","1"
988,"838","1","12","17:24:58","22.125","22125","1"
991,"832","1","12","14:33:53","23.935","23935","2"
991,"815","1","12","14:34:05","22.856","22856","2"
992,"842","1","12","16:40:48","20.782","20782","2"
994,"1","1","12","15:28:19","23.739","23739","1"
1004,"822","1","12","14:33:30","29.794","29794","1"
1004,"815","1","12","14:34:04","29.924","29924","1"
1007,"817","1","12","13:29:44","22.022","22022","1"
1007,"807","1","12","13:30:08","23.037","23037","1"
1007,"838","1","12","13:30:25","22.174","22174","1"
1010,"8","1","12","16:31:50","23.299","23299","1"
1011,"822","1","12","18:33:08","24.865","24865","2"
1011,"807","1","12","18:33:19","25.498","25498","2"
1011,"826","1","12","18:33:44","26.508","26508","2"
1011,"847","1","12","18:33:46","24.633","24633","2"
1013,"822","1","12","16:35:24","20.006","20006","1"
1013,"832","1","12","16:35:58","19.755","19755","1"
1013,"848","1","12","16:36:16","20.720","20720","1"
1016,"826","1","12","14:28:56","23.825","23825","1"
1019,"842","1","12","14:31:30","27.905","27905","1"
1019,"817","1","12","14:31:41","28.416","28416","2"
1019,"826","1","12","14:31:52","29.377","29377","2"
1024,"826","1","12","20:35:59","28.799","28799","2"
1030,"844","1","12","17:34:14","21.697","21697","2"
1030,"20","1","12","17:34:22","25.771","25771","2"
1030,"832","1","12","17:34:43","21.928","21928","2"
1034,"817","1","12","14:35:22","29.559","29559","1"
1034,"846","1","12","14:35:24","30.289","30289","1"
1034,"839","1","12","14:35:26","30.768","30768","1"
1034,"20","1","12","14:35:27","29.439","29439","1"
1034,"842","1","12","14:35:29","29.414","29414","1"
1034,"841","1","12","14:35:30","28.355","28355","1"
1034,"8","1","12","14:35:35","36.590","36590","2"
1034,"847","1","12","14:35:36","29.302","29302","1"
1034,"849","1","12","14:35:42","31.371","31371","1"
1035,"846","1","12","14:31:56","27.949","27949","2"
1044,"848","1","12","13:36:22","22.602","22602","2"
1052,"846","1","12","18:29:05","24.899","24899","2"
1052,"844","1","12","18:29:06","24.925","24925","2"
1052,"840","1","12","18:29:09","24.884","24884","2"
1052,"841","1","12","18:29:14","31.998","31998","2"
1053,"853","1","12","15:27:20","31.168","31168","4"
1057,"830","1","12","16:25:37","19.769","19769","1"
1060,"852","1","12","15:18:55","21.145","21145","2"
1066,"840","1","12","15:24:13","30.241","30241","2"
1069,"815","1","12","14:24:06","25.018","25018","2"
1069,"844","1","12","14:24:15","24.011","24011","2"
1069,"8","1","12","14:24:38","24.191","24191","2"
1070,"840","1","12","13:22:45","23.586","23586","2"
901,"20","1","13","16:27:33","24.432","24432","3"
901,"18","1","13","16:27:49","24.841","24841","3"
902,"13","1","13","18:26:30","24.528","24528","3"
902,"8","1","13","18:26:37","25.009","25009","3"
902,"154","1","13","18:26:50","25.192","25192","3"
903,"3","1","13","15:26:51","23.277","23277","2"
906,"817","1","13","14:25:36","23.606","23606","2"
907,"1","1","13","14:19:10","22.226","22226","2"
909,"18","1","13","14:22:30","22.604","22604","3"
909,"817","1","13","14:22:38","19.050","19050","3"
909,"818","1","13","14:22:39","20.274","20274","3"
911,"18","1","13","14:29:34","22.800","22800","2"
913,"1","1","13","20:28:41","29.422","29422","3"
913,"825","1","13","20:29:15","28.684","28684","3"
918,"13","1","13","17:27:05","22.054","22054","2"
918,"818","1","13","17:27:37","22.919","22919","3"
928,"20","1","13","14:26:23","22.488","22488","2"
928,"13","1","13","14:26:33","23.145","23145","2"
929,"20","1","13","18:25:38","24.509","24509","3"
929,"4","1","13","18:26:08","25.370","25370","2"
930,"1","1","13","14:23:49","24.586","24586","3"
930,"817","1","13","14:24:18","22.440","22440","2"
930,"830","1","13","14:24:19","24.396","24396","2"
934,"8","1","13","13:26:56","28.974","28974","3"
936,"822","1","13","14:25:47","22.974","22974","5"
936,"826","1","13","14:25:51","22.072","22072","5"
937,"1","1","13","14:32:13","22.403","22403","2"
939,"20","1","13","20:28:04","29.172","29172","2"
939,"817","1","13","20:28:10","31.307","31307","2"
939,"8","1","13","20:28:15","30.031","30031","2"
939,"1","1","13","20:28:21","28.917","28917","1"
939,"3","1","13","20:28:30","30.562","30562","2"
939,"822","1","13","20:28:34","29.260","29260","2"
939,"815","1","13","20:28:45","29.732","29732","2"
939,"831","1","13","20:28:53","29.679","29679","2"
939,"18","1","13","20:28:57","1:05.317","65317","3"
939,"834","1","13","20:29:50","31.180","31180","2"
940,"20","1","13","14:25:21","23.074","23074","2"
940,"828","1","13","14:26:01","23.418","23418","2"
941,"4","1","13","14:29:42","29.539","29539","1"
941,"833","1","13","14:30:08","35.072","35072","1"
943,"832","1","13","13:21:59","23.128","23128","3"
944,"3","1","13","14:19:39","25.039","25039","3"
944,"20","1","13","14:19:44","23.801","23801","3"
944,"4","1","13","14:20:14","22.981","22981","3"
948,"20","1","13","16:27:17","21.339","21339","3"
948,"830","1","13","16:27:32","22.303","22303","3"
949,"3","1","13","18:25:02","24.934","24934","3"
949,"1","1","13","18:25:20","24.512","24512","3"
949,"828","1","13","18:25:47","24.775","24775","2"
951,"836","1","13","15:29:06","31.433","31433","2"
953,"20","1","13","14:25:55","25.114","25114","2"
954,"832","1","13","14:21:10","23.517","23517","2"
954,"821","1","13","14:21:13","23.412","23412","2"
956,"836","1","13","14:19:05","22.613","22613","4"
959,"20","1","13","14:20:57","19.230","19230","3"
959,"18","1","13","14:21:12","19.427","19427","3"
959,"837","1","13","14:21:38","31.317","31317","3"
961,"822","1","13","14:22:38","24.161","24161","2"
961,"830","1","13","14:22:46","24.610","24610","2"
961,"4","1","13","14:22:49","26.843","26843","3"
961,"826","1","13","14:23:07","25.183","25183","2"
964,"1","1","13","14:25:25","22.989","22989","2"
964,"832","1","13","14:25:40","22.986","22986","2"
964,"836","1","13","14:26:05","24.630","24630","2"
965,"821","1","13","14:27:00","24.470","24470","1"
965,"825","1","13","14:27:04","24.310","24310","3"
965,"836","1","13","14:27:10","26.059","26059","2"
966,"826","1","13","13:23:20","22.665","22665","2"
967,"830","1","13","14:33:11","24.186","24186","5"
967,"817","1","13","14:33:32","24.623","24623","5"
971,"822","1","13","18:24:52","28.368","28368","2"
971,"1","1","13","18:24:59","30.687","30687","2"
971,"817","1","13","18:24:59","25.312","25312","2"
971,"13","1","13","18:25:06","25.704","25704","2"
971,"807","1","13","18:25:13","26.634","26634","2"
971,"815","1","13","18:25:24","24.332","24332","2"
971,"835","1","13","18:25:31","27.466","27466","2"
971,"4","1","13","18:25:31","24.922","24922","2"
971,"826","1","13","18:25:35","25.204","25204","2"
973,"825","1","13","14:22:35","22.703","22703","3"
973,"832","1","13","14:22:36","22.432","22432","2"
976,"840","1","13","17:28:26","22.625","22625","3"
976,"807","1","13","17:28:32","21.263","21263","3"
980,"822","1","13","14:27:44","22.963","22963","2"
981,"832","1","13","14:22:44","24.865","24865","1"
983,"838","1","13","15:25:04","24.580","24580","1"
983,"835","1","13","15:25:12","25.558","25558","1"
990,"825","1","13","18:35:49","25.106","25106","2"
991,"807","1","13","14:35:30","23.654","23654","2"
994,"843","1","13","15:30:14","24.326","24326","1"
995,"807","1","13","14:32:32","24.521","24521","1"
998,"8","1","13","14:33:39","38.573","38573","2"
998,"4","1","13","14:34:09","28.669","28669","2"
998,"815","1","13","14:34:17","28.651","28651","2"
1004,"20","1","13","14:35:13","29.798","29798","1"
1007,"830","1","13","13:31:00","22.175","22175","2"
1007,"844","1","13","13:31:39","22.588","22588","1"
1010,"807","1","13","16:33:19","21.588","21588","1"
1010,"815","1","13","16:33:28","23.234","23234","1"
1011,"844","1","13","18:34:36","24.518","24518","2"
1011,"1","1","13","18:34:41","24.255","24255","2"
1013,"1","1","13","16:37:17","19.993","19993","1"
1019,"844","1","13","14:32:59","28.558","28558","2"
1019,"830","1","13","14:33:00","27.827","27827","2"
1019,"846","1","13","14:33:12","28.275","28275","2"
1019,"848","1","13","14:33:18","28.954","28954","1"
1019,"807","1","13","14:33:19","28.926","28926","1"
1019,"840","1","13","14:33:24","30.400","30400","2"
1022,"842","1","13","15:41:31","22.772","22772","1"
1024,"815","1","13","20:37:45","29.082","29082","1"
1028,"830","1","13","13:35:21","23.716","23716","2"
1030,"848","1","13","17:36:11","22.028","22028","1"
1034,"1","1","13","14:37:01","28.805","28805","1"
1034,"822","1","13","14:37:06","30.571","30571","2"
1034,"830","1","13","14:37:10","28.208","28208","2"
1034,"844","1","13","14:37:21","29.520","29520","1"
1034,"832","1","13","14:37:27","28.487","28487","2"
1034,"840","1","13","14:37:32","28.716","28716","1"
1035,"822","1","13","14:33:10","28.408","28408","2"
1041,"822","1","13","14:33:18","22.625","22625","1"
1043,"844","1","13","13:30:49","30.243","30243","1"
1043,"846","1","13","13:30:56","29.683","29683","2"
1043,"839","1","13","13:30:59","30.559","30559","1"
1052,"1","1","13","18:30:29","24.839","24839","2"
1052,"817","1","13","18:30:45","24.688","24688","2"
1052,"8","1","13","18:30:52","24.107","24107","2"
1052,"839","1","13","18:30:55","25.226","25226","2"
1052,"847","1","13","18:31:02","24.621","24621","2"
1057,"815","1","13","16:27:25","21.874","21874","3"
1057,"8","1","13","16:27:59","20.048","20048","3"
1060,"842","1","13","15:20:04","22.564","22564","2"
1066,"847","1","13","15:25:55","30.665","30665","2"
1066,"849","1","13","15:26:27","30.056","30056","1"
1066,"852","1","13","15:26:28","30.112","30112","3"
1069,"1","1","13","14:25:41","24.481","24481","2"
1070,"853","1","13","13:24:11","25.094","25094","2"
1051,"842","1","13","17:23:37","25.630","25630","2"
1072,"830","1","13","20:58:28","16:36.375","996375","2"
1072,"839","1","13","20:58:37","16:37.126","997126","2"
1072,"817","1","13","20:58:41","16:37.029","997029","2"
1072,"842","1","13","20:58:44","16:41.775","1001775","2"
1072,"832","1","13","20:58:47","16:44.618","1004618","2"
1072,"841","1","13","20:58:49","16:44.917","1004917","2"
1072,"852","1","13","20:58:51","16:46.407","1006407","3"
1072,"8","1","13","20:58:54","16:48.569","1008569","3"
1072,"20","1","13","20:58:56","16:52.304","1012304","2"
1072,"853","1","13","20:59:05","16:59.226","1019226","1"
1073,"830","1","13","17:22:42","21.152","21152","3"
900,"18","1","11","17:26:02","22.411","22411","2"
901,"4","1","11","16:24:00","24.466","24466","3"
901,"16","1","11","16:24:25","25.998","25998","2"
901,"828","1","11","16:24:33","30.040","30040","3"
902,"828","1","11","18:23:34","25.367","25367","2"
902,"820","1","11","18:23:35","25.858","25858","3"
